,starting_molecule,end_point,end_point_name,Molecular Weight,Cosine Similarity,NLL Score,Combined Score
5,C1CC2=CC=CC3=C2C1=CC=C3,C1CC2=CC=CC3=C2C1=CC=C3,(6) - acenaphthene,154.07825032,0.87880176,5.6570545904268315,0.15534616981509491
1,C1CC2=CC=CC3=C2C1=CC=C3,C1=CC=C2C=CC=CC2=C1,(1) - Naphthalene,128.062600256,0.8443277,5.438898209455305,0.15523873690986412
4,C1CC2=CC=CC3=C2C1=CC=C3,C1=CC=C2C=C3C=CC=CC3=CC2=C1,(13) - Anthracene,178.07825032,0.8625259,5.872241593778608,0.14688187918742499
0,C1CC2=CC=CC3=C2C1=CC=C3,C1=CC=CC=C1,(0) - Benzene,78.046950192,0.75490993,5.366299412146114,0.14067607388896436
2,C1CC2=CC=CC3=C2C1=CC=C3,C1=CC=C(C=C1)C2=CC=CC=C2,(4) - Biphenyl,154.07825032,0.7217273,5.6570545904268315,0.12758005072684306
3,C1CC2=CC=CC3=C2C1=CC=C3,C1=CC=C2C(=C1)C=CC3=CC=CC=C32,(12) - Phenanthrene,178.07825032,0.6429208,5.872241593778608,0.10948473114320792
6,C1CC2=CC=CC3=C2C1=CC=C3,C1=CC=C(C=C1)C2=CC=CC3=CC=CC=C32,"(15) - Naphthalene, 1-phenyl-",204.093900384,0.60104746,6.070416284882322,0.09901255993947826
8,C1CC2=CC=CC3=C2C1=CC=C3,C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4,(19) - Fluoranthene,202.07825032,0.576313,6.071925986126747,0.09491436821127254
7,C1CC2=CC=CC3=C2C1=CC=C3,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,(20) - Pyrene,202.07825032,0.5548317,6.071925986126747,0.09137655579191871
10,C1CC2=CC=CC3=C2C1=CC=C3,C1=CC=C2C(=C1)C3=CC=CC=C3C4=CC=CC=C24,(27) - triphenylene,228.093900384,0.5610921,6.177438493959139,0.09082924568726138
11,C1CC2=CC=CC3=C2C1=CC=C3,C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4C=C32,(26) - benz(a)anthracene,228.093900384,0.55161405,6.177438493959139,0.08929494751525574
9,C1CC2=CC=CC3=C2C1=CC=C3,C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43,(27) - Chrysene,228.093900384,0.5428902,6.177438493959139,0.08788273515132096
