,starting_molecule,SMILES,Molecular Weight,Cosine Similarity,KDE Log-Likelihood,Combined Score
0,C1=Cc2ccccc2C1,C,16.031300127999998,0.07103916,-8.968324459455982,-9.626582718752399
1,C1=Cc2ccccc2C1,C#C,26.015650064,0.5620312,-7.226864575468232,-7.67797201784723
2,C1=Cc2ccccc2C1,C=C,28.031300127999998,0.6025465,-6.983630180388088,-7.420216530590649
3,C1=Cc2ccccc2C1,CC,30.046950192,0.5117884,-6.7744679666636305,-7.244110605823787
4,C1=Cc2ccccc2C1,C1#CC1,38.015650064,0.6292211,-6.240950008377659,-6.668181081757176
5,C1=Cc2ccccc2C1,C1CC1,42.046950192,0.5955998,-6.103642028842362,-6.542691391978654
6,C1=Cc2ccccc2C1,CCC,44.062600255999996,0.5627386,-6.052532396820245,-6.503383062389551
7,C1=Cc2ccccc2C1,C1#CCC1,52.031300128,0.6093263,-5.8691925279295845,-6.303385721842091
8,C1=Cc2ccccc2C1,CC1=C=C1,52.031300128,0.6170008,-5.8691925279295845,-6.300689416328709
9,C1=Cc2ccccc2C1,C#CCC,54.046950192,0.54638886,-5.820273434657672,-6.277088617820361
10,C1=Cc2ccccc2C1,C1=CCC=1,52.031300128,0.7171523,-5.8691925279295845,-6.2667198053992195
11,C1=Cc2ccccc2C1,C=CCC,56.062600255999996,0.62657756,-5.773027807524754,-6.201178699782444
12,C1=Cc2ccccc2C1,CC=CCC,70.07825032,0.5638734,-5.656810825332318,-6.10724980162016
13,C1=Cc2ccccc2C1,C1=CC=CCC=1,78.046950192,0.7366246,-5.68196691283649,-6.073148560614047
14,C1=Cc2ccccc2C1,C1#CCC=CC1,78.046950192,0.74097586,-5.68196691283649,-6.071741980404315
15,C1=Cc2ccccc2C1,C1=C=CC=CC=1,76.031300128,0.75661933,-5.684588913556727,-6.069341038104685
16,C1=Cc2ccccc2C1,C1=CC2=CC2C1,78.046950192,0.76216614,-5.68196691283649,-6.064950925201831
17,C1=Cc2ccccc2C1,C1=CC2C=C2C1,78.046950192,0.7801915,-5.68196691283649,-6.059250784010349
18,C1=Cc2ccccc2C1,C=C1C=CCC1,80.062600256,0.7352544,-5.667443111716297,-6.059068516074207
19,C1=Cc2ccccc2C1,C1=CC2CC2=C1,78.046950192,0.7856679,-5.68196691283649,-6.057532918543277
20,C1=Cc2ccccc2C1,C1=C2C=CCC=12,76.031300128,0.79554445,-5.684588913556727,-6.0570730611054024
21,C1=Cc2ccccc2C1,C1#CCC=C1,64.031300128,0.7093102,-5.653161866822561,-6.053268237271627
22,C1=Cc2ccccc2C1,C1=CC2=C(C1)C2,78.046950192,0.80939627,-5.68196691283649,-6.050163906902728
23,C1=Cc2ccccc2C1,C1=CC=CC=1,64.031300128,0.7258357,-5.653161866822561,-6.047849102177938
