,starting_molecule,SMILES,Molecular Weight,Cosine Similarity,KDE Log-Likelihood,Combined Score
0,C1CC1,C,16.031300127999998,0.13197945,-8.968324459455982,-9.597657657526508
1,C1CC1,C#C,26.015650064,0.4961468,-7.226864575468232,-7.702398001276185
2,C1CC1,C=C,28.031300127999998,0.50236195,-6.983630180388088,-7.456816017656918
3,C1CC1,CC,30.046950192,0.5272281,-6.7744679666636305,-7.2383521414873915
4,C1CC1,C1=CC=1,38.015650064,0.64245206,-6.240950008377659,-6.663600584015477
5,C1CC1,C1#CC1,38.015650064,0.7375593,-6.240950008377659,-6.631829102978337
6,C1CC1,C#CC,40.031300128,0.5338744,-6.164735805361048,-6.626158278553263
7,C1CC1,C1=CC1,40.031300128,0.7071824,-6.164735805361048,-6.565544348327891
8,C1CC1,C=CC,42.046950192,0.54605144,-6.103642028842362,-6.560580951247605
9,C1CC1,C1CC1,42.046950192,0.7653223,-6.103642028842362,-6.485622805629166
10,C1CC1,CCC,44.062600255999996,0.61413866,-6.052532396820245,-6.485033146646677
11,C1CC1,C#CCC,54.046950192,0.53820133,-5.820273434657672,-6.280098890800097
12,C1CC1,C=C1CC1,54.046950192,0.54155076,-5.820273434657672,-6.27886549188576
13,C1CC1,CC1C=C1,54.046950192,0.5816364,-5.820273434657672,-6.264307057399371
14,C1CC1,CC1=CC1,54.046950192,0.6174493,-5.820273434657672,-6.251613056201556
15,C1CC1,C=CCC,56.062600255999996,0.5761436,-5.773027807524754,-6.2190344334154855
16,C1CC1,CC1CC1,56.062600255999996,0.7623166,-5.773027807524754,-6.155963927558018
