,starting_molecule,SMILES,Molecular Weight,Cosine Similarity,KDE Log-Likelihood,Combined Score
0,C=CC,C,16.031300127999998,0.15273502,-8.968324459455982,-9.58801738109447
1,C=CC,C#C,26.015650064,0.7140361,-7.226864575468232,-7.625415085874726
2,C=CC,C=C,28.031300127999998,0.8602406,-6.983630180388088,-7.336439877777691
3,C=CC,CC,30.046950192,0.6507673,-6.7744679666636305,-7.194260201561244
4,C=CC,C=C=C,40.031300128,0.7977561,-6.164735805361048,-6.536532681553141
5,C=CC,CCC,44.062600255999996,0.643439,-6.052532396820245,-6.474842927959619
6,C=CC,C=CC,42.046950192,0.90840006,-6.103642028842362,-6.442375105891617
7,C=CC,C=C=CC,54.046950192,0.8654079,-5.820273434657672,-6.171549683351138
8,C=CC,C=CC=C,54.046950192,0.8759051,-5.820273434657672,-6.1684517617412595
9,C=CC,C=CCC,56.062600255999996,0.883481,-5.773027807524754,-6.118984580090595
10,C=CC,CC=CC,56.062600255999996,0.88505584,-5.773027807524754,-6.118524283221317
