,starting_molecule,SMILES,Molecular Weight,Cosine Similarity,KDE Log-Likelihood,Combined Score
0,C=CC=C,C,16.031300127999998,0.51545197,-8.968324459455982,-9.436595714949146
1,C=CC=C,C#C,26.015650064,0.6247098,-7.226864575468232,-7.655666469656159
2,C=CC=C,C=C,28.031300127999998,0.7927053,-6.983630180388088,-7.356998026400204
3,C=CC=C,CC,30.046950192,0.6290207,-6.7744679666636305,-7.201768688070567
4,C=CC=C,C1=CC=1,38.015650064,0.6757859,-6.240950008377659,-6.652235766396153
5,C=CC=C,C1=CC1,40.031300128,0.6618387,-6.164735805361048,-6.580746304361598
6,C=CC=C,C#CC,40.031300128,0.6983478,-6.164735805361048,-6.568470370142237
7,C=CC=C,C=C=C,40.031300128,0.86725056,-6.164735805361048,-6.515466641752497
8,C=CC=C,C=CC,42.046950192,0.8644614,-6.103642028842362,-6.4551987173894965
9,C=CC=C,C=C=C=C,52.031300128,0.60541326,-5.8691925279295845,-6.304765658775608
10,C=CC=C,C#CC=C,52.031300128,0.809513,-5.8691925279295845,-6.237353639999668
11,C=CC=C,C=CC=C,54.046950192,0.93336433,-5.820273434657672,-6.1518971677013425
12,C=CC=C,C=CCC,56.062600255999996,0.8554018,-5.773027807524754,-6.127278417399479
13,C=CC=C,C=CCC=C,68.062600256,0.8715874,-5.648499796543922,-5.9979495801075355
14,C=CC=C,C=C=CC=C,66.046950192,0.87872773,-5.646510371599426,-5.993859657678833
15,C=CC=C,C=CC=CC,68.062600256,0.89954746,-5.648499796543922,-5.989784488831367
