,starting_molecule,SMILES,Molecular Weight,Cosine Similarity,KDE Log-Likelihood,Combined Score
0,C=CCC,C,16.031300127999998,0.6214599,-8.968324459455982,-9.398260808847919
1,C=CCC,C#C,26.015650064,0.79083174,-7.226864575468232,-7.600816696010758
2,C=CCC,C=C,28.031300127999998,0.76399535,-6.983630180388088,-7.366032481222744
3,C=CCC,CC,30.046950192,0.64571124,-6.7744679666636305,-7.195996365654262
4,C=CCC,C1CC1,42.046950192,0.16269335,-6.103642028842362,-6.718747538600358
5,C=CCC,CCC,44.062600255999996,0.26938868,-6.052532396820245,-6.620029233005701
6,C=CCC,C1=CC1,40.031300128,0.6896665,-6.164735805361048,-6.571362417309062
7,C=CCC,C#CC,40.031300128,0.7609305,-6.164735805361048,-6.548113089172618
8,C=CCC,C=C=C,40.031300128,0.81704104,-6.164735805361048,-6.530584346620814
9,C=CCC,C=CC,42.046950192,0.85368186,-6.103642028842362,-6.458406132731827
10,C=CCC,C#CCC,54.046950192,0.7417209,-5.820273434657672,-6.209808027286151
11,C=CCC,C=CC=C,54.046950192,0.785995,-5.820273434657672,-6.1957370097824125
12,C=CCC,C=C=CC,54.046950192,0.83750933,-5.820273434657672,-6.179895108480075
13,C=CCC,C=CCC,56.062600255999996,0.86579645,-5.773027807524754,-6.124188989451481
14,C=CCC,CCCC,58.078250319999995,0.73542374,-5.730360881882566,-6.121931449967283
15,C=CCC,C=CCCC,70.07825032,0.74686915,-5.656810825332318,-6.044687335952435
16,C=CCC,C=CCC=C,68.062600256,0.7314167,-5.648499796543922,-6.04137034193119
17,C=CCC,C=CC=CC,68.062600256,0.7782163,-5.648499796543922,-6.026404926930274
18,C=CCC,C=C=CCC,68.062600256,0.798297,-5.648499796543922,-6.020128766451682
19,C=CCC,CC=CCC,70.07825032,0.83652693,-5.656810825332318,-6.016729270681058
