,starting_molecule,SMILES,Molecular Weight,Cosine Similarity,KDE Log-Likelihood,Combined Score
0,C=C=CC,[H],1.007825032,0.3671503,-13.358673782554902,-13.88500186940793
1,C=C=CC,C,16.031300127999998,0.11827253,-8.968324459455982,-9.60408297862865
2,C=C=CC,C#C,26.015650064,0.7082504,-7.226864575468232,-7.627320527158906
3,C=C=CC,C=C,28.031300127999998,0.7843628,-6.983630180388088,-7.359604954748745
4,C=C=CC,CC,30.046950192,0.7126962,-6.7744679666636305,-7.1734591640112715
5,C=C=CC,C=C=C,40.031300128,0.88069797,-6.164735805361048,-6.511507343618647
6,C=C=CC,C=CC,42.046950192,0.8039385,-6.103642028842362,-6.4735233309606635
7,C=C=CC,C1=C=CC=1,50.015650064,0.71158725,-5.917367532444946,-6.316723689032547
8,C=C=CC,C1=CCC=1,52.031300128,0.68068725,-5.8691925279295845,-6.278828280369083
9,C=C=CC,C#CC=C,52.031300128,0.76966804,-5.8691925279295845,-6.249795632759373
10,C=C=CC,C=C=C=C,52.031300128,0.7918154,-5.8691925279295845,-6.242837833563129
11,C=C=CC,C=CC=C,54.046950192,0.8794881,-5.820273434657672,-6.167399650354007
12,C=C=CC,C=C=CC,54.046950192,0.9153588,-5.820273434657672,-6.157012021083453
13,C=C=CC,CC=CC,56.062600255999996,0.8457081,-5.773027807524754,-6.130180001309467
14,C=C=CC,C=CCC,56.062600255999996,0.8609844,-5.773027807524754,-6.12561637168224
15,C=C=CC,C=C(C)CC,70.07825032,0.607027,-5.656810825332318,-6.091814463599835
16,C=C=CC,CC=C(C)C,70.07825032,0.6863595,-5.656810825332318,-6.0645436100803956
17,C=C=CC,C=C=C=CC,66.046950192,0.696054,-5.646510371599426,-6.051007548008194
18,C=C=CC,CC=C=CC,68.062600256,0.819409,-5.648499796543922,-6.013623247299995
19,C=C=CC,C=CCC=C,68.062600256,0.82973295,-5.648499796543922,-6.010476747904624
20,C=C=CC,C=CC=CC,68.062600256,0.8672244,-5.648499796543922,-5.999238351736869
21,C=C=CC,C=C=CC=C,66.046950192,0.89488727,-5.646510371599426,-5.989144870672455
