,starting_molecule,SMILES,Molecular Weight,Cosine Similarity,KDE Log-Likelihood,Combined Score
0,C=CC,C,16.031300127999998,0.5863098,-8.968324459455982,-9.410684950016513
1,C=CC,C#C,26.015650064,0.76127595,-7.226864575468232,-7.610131888710191
2,C=CC,C=C,28.031300127999998,0.8618474,-6.983630180388088,-7.33596244457304
3,C=CC,CC,30.046950192,0.7745987,-6.7744679666636305,-7.153512857067378
4,C=CC,C=C=C,40.031300128,0.8204036,-6.164735805361048,-6.529555272428767
5,C=CC,C=CC,42.046950192,0.91384363,-6.103642028842362,-6.440813970837983
6,C=CC,CCC,44.062600255999996,0.77610254,-6.052532396820245,-6.431103221681772
7,C=CC,C=C=CC,54.046950192,0.7536714,-5.820273434657672,-6.205967968244174
8,C=CC,C=CC=C,54.046950192,0.78745437,-5.820273434657672,-6.195280408401111
9,C=CC,CC=CC,56.062600255999996,0.81512165,-5.773027807524754,-6.139464825442387
10,C=CC,C=CCC,56.062600255999996,0.8327079,-5.773027807524754,-6.1341021359473
