,starting_molecule,SMILES,Molecular Weight,Cosine Similarity,KDE Log-Likelihood,Combined Score
0,CCCC,C,16.031300127999998,0.5343039,-8.968324459455982,-9.42958820547916
1,CCCC,C#C,26.015650064,0.57515365,-7.226864575468232,-7.673227517925431
2,CCCC,C=C,28.031300127999998,0.69150615,-6.983630180388088,-7.389642566471691
3,CCCC,CC,30.046950192,0.6063498,-6.7744679666636305,-7.209710470545085
4,CCCC,C#CC,40.031300128,0.64330745,-6.164735805361048,-6.587091695635096
5,CCCC,C=CC,42.046950192,0.6880577,-6.103642028842362,-6.510806483302506
6,CCCC,CCC,44.062600255999996,0.7207187,-6.052532396820245,-6.448891214636026
7,CCCC,C#CCC,54.046950192,0.677452,-5.820273434657672,-6.230997746724704
8,CCCC,CC=CC,56.062600255999996,0.6928896,-5.773027807524754,-6.178578704646183
9,CCCC,C=CCC,56.062600255999996,0.7302757,-5.773027807524754,-6.166269272616459
10,CCCC,CCCC,58.078250319999995,0.72550637,-5.730360881882566,-6.125155495005506
11,CCCC,CC=CCC,70.07825032,0.69738495,-5.656810825332318,-6.060865347846661
12,CCCC,C=CCCC,70.07825032,0.73375845,-5.656810825332318,-6.048921262487088
13,CCCC,CCCCC,72.093900384,0.84661657,-5.66823822017118,-6.025117663101401
