,starting_molecule,SMILES,Molecular Weight,Cosine Similarity,KDE Log-Likelihood,Combined Score
0,C=CC,C,16.031300127999998,0.5693164,-8.968324459455982,-9.416792965792194
1,C=CC,C#C,26.015650064,0.7282261,-7.226864575468232,-7.6207728973256845
2,C=CC,C=C,28.031300127999998,0.85663235,-6.983630180388088,-7.3375139534765434
3,C=CC,CC,30.046950192,0.67462134,-6.7744679666636305,-7.186146489488872
4,C=CC,C=C=C,40.031300128,0.8450228,-6.164735805361048,-6.5220938139841715
5,C=CC,CCC,44.062600255999996,0.7042651,-6.052532396820245,-6.454305283334909
6,C=CC,C=CC,42.046950192,0.8947004,-6.103642028842362,-6.446330678735169
7,C=CC,C=C=CC,54.046950192,0.8286683,-5.820273434657672,-6.182573741216281
8,C=CC,C=CC=C,54.046950192,0.8413418,-5.820273434657672,-6.178738927383044
9,C=CC,C=CCC,56.062600255999996,0.87569344,-5.773027807524754,-6.121268451264454
10,C=CC,CC=CC,56.062600255999996,0.8905877,-5.773027807524754,-6.11691144113834
