,starting_molecule,SMILES,Molecular Weight,Cosine Similarity,KDE Log-Likelihood,Combined Score
0,C1=CC=CC=1,C,16.031300127999998,0.38552552,-8.968324459455982,-9.487173653505817
1,C1=CC=CC=1,C#C,26.015650064,0.5777924,-7.226864575468232,-7.672278224550416
2,C1=CC=CC=1,C=C,28.031300127999998,0.6855674,-6.983630180388088,-7.391628354817028
3,C1=CC=CC=1,CC,30.046950192,0.66012657,-6.7744679666636305,-7.191061548101695
4,C1=CC=CC=1,C1#CC1,38.015650064,0.13948691,-6.240950008377659,-6.866783817753422
5,C1=CC=CC=1,C1=C=C=1,36.0,0.81037277,-6.337101986565609,-6.704998334803601
6,C1=CC=CC=1,C1=CC=1,38.015650064,0.8074864,-6.240950008377659,-6.609735628113377
7,C1=CC=CC=1,C#CC,40.031300128,0.61704874,-6.164735805361048,-6.596215825645701
8,C1=CC=CC=1,C=C=C,40.031300128,0.6581284,-6.164735805361048,-6.582010608284251
9,C1=CC=CC=1,C1=CC1,40.031300128,0.7469456,-6.164735805361048,-6.552587729065196
10,C1=CC=CC=1,C=CC,42.046950192,0.6851578,-6.103642028842362,-6.51177735355893
11,C1=CC=CC=1,C1#CC=C1,50.015650064,0.75394833,-5.917367532444946,-6.302973582936279
12,C1=CC=CC=1,C1=C=CC=1,50.015650064,0.8905097,-5.917367532444946,-6.26127384562587
13,C1=CC=CC=1,C=C1C=C1,52.031300128,0.75011873,-5.8691925279295845,-6.2560255102312965
14,C1=CC=CC=1,CC1=C=C1,52.031300128,0.7795364,-5.8691925279295845,-6.246682333151142
15,C1=CC=CC=1,C1=CC=C1,52.031300128,0.81826985,-5.8691925279295845,-6.234664636055271
16,C1=CC=CC=1,C=CC=C,54.046950192,0.6789581,-5.820273434657672,-6.2304906900115995
17,C1=CC=CC=1,C=C=CC,54.046950192,0.6842501,-5.820273434657672,-6.228713011283496
18,C1=CC=CC=1,C1=CCC=1,52.031300128,0.83810633,-5.8691925279295845,-6.228633808294575
19,C1=CC=CC=1,C1=CCC1,54.046950192,0.7333803,-5.820273434657672,-6.212506597776034
20,C1=CC=CC=1,CC1=CC1,54.046950192,0.7367766,-5.820273434657672,-6.21140590860329
21,C1=CC=CC=1,CC=CC,56.062600255999996,0.62559485,-5.773027807524754,-6.201521068862034
22,C1=CC=CC=1,C=C=CC=CC,80.062600256,0.62704206,-5.667443111716297,-6.095432177363422
23,C1=CC=CC=1,C=C1C=CC=C1,78.046950192,0.76446104,-5.68196691283649,-6.064221245140491
24,C1=CC=CC=1,CC=CC=CC,82.07825032,0.6362419,-5.639278613857593,-6.064074211649265
25,C1=CC=CC=1,C=CC=CC,68.062600256,0.68140256,-5.648499796543922,-6.057895163451041
26,C1=CC=CC=1,C#CC=CC,66.046950192,0.6940006,-5.646510371599426,-6.051691094074478
27,C1=CC=CC=1,CC1=CCC=C1,80.062600256,0.75826097,-5.667443111716297,-6.05167119222739
28,C1=CC=CC=1,CC1=CC=C=C1,78.046950192,0.80703425,-5.68196691283649,-6.050892126650272
29,C1=CC=CC=1,CC1=C=CC=C1,78.046950192,0.8093085,-5.68196691283649,-6.050190997213779
30,C1=CC=CC=1,CC1=CC=CC1,80.062600256,0.7801121,-5.667443111716297,-6.044751927433994
31,C1=CC=CC=1,CC=C1C=C1,66.046950192,0.73671573,-5.646510371599426,-6.037662485275497
32,C1=CC=CC=1,C1=C=CC=C=1,62.015650064,0.8238663,-5.669739467512089,-6.033501697193104
33,C1=CC=CC=1,CC1=CC=C1,66.046950192,0.76666045,-5.646510371599426,-6.028066554699173
34,C1=CC=CC=1,C1=CCC=C1,66.046950192,0.8355031,-5.646510371599426,-6.006738373670807
35,C1=CC=CC=1,C1=CC=CC=1,64.031300128,0.8961363,-5.653161866822561,-5.9954340590623225
36,C1=CC=CC=1,C1=CCCC=1,66.046950192,0.8890783,-5.646510371599426,-5.990833470258941
