,starting_molecule,SMILES,Molecular Weight,Cosine Similarity,KDE Log-Likelihood,Combined Score
0,C=CC=C,C,16.031300127999998,0.16093805,-8.968324459455982,-9.584236777685657
1,C=CC=C,C#C,26.015650064,0.6773025,-7.226864575468232,-7.637639193855454
2,C=CC=C,C=C,28.031300127999998,0.8263232,-6.983630180388088,-7.346643775730724
3,C=CC=C,CC,30.046950192,0.6190227,-6.7744679666636305,-7.205256602871211
4,C=CC=C,C1=CC=1,38.015650064,0.70200676,-6.240950008377659,-6.643470605358708
5,C=CC=C,C#CC,40.031300128,0.67605734,-6.164735805361048,-6.575930040447489
6,C=CC=C,C1=CC1,40.031300128,0.6806352,-6.164735805361048,-6.574388992159144
7,C=CC=C,C=C=C,40.031300128,0.8930241,-6.164735805361048,-6.507911067573802
8,C=CC=C,C=CC,42.046950192,0.839249,-6.103642028842362,-6.462738436732682
9,C=CC=C,C#CC=C,52.031300128,0.8496892,-5.8691925279295845,-6.225150691667835
10,C=CC=C,C=C=C=C,52.031300128,0.85996693,-5.8691925279295845,-6.222083555856983
11,C=CC=C,C=CC=C,54.046950192,0.92458695,-5.820273434657672,-6.154382293958285
12,C=CC=C,C=CCC,56.062600255999996,0.8586133,-5.773027807524754,-6.126321613839222
13,C=CC=C,C=CCC=C,68.062600256,0.8877804,-5.648499796543922,-5.993201116476859
14,C=CC=C,C=C=CC=C,66.046950192,0.88689816,-5.646510371599426,-5.991469034586181
15,C=CC=C,C=CC=CC,68.062600256,0.90977603,-5.648499796543922,-5.986837724600639
