,starting_molecule,SMILES,Molecular Weight,Cosine Similarity,KDE Log-Likelihood,Combined Score
0,CC#CC(C)C,C,16.031300127999998,0.5918146,-8.968324459455982,-9.40872055973865
1,CC#CC(C)C,CC,30.046950192,0.6250334,-6.7744679666636305,-7.203156969654353
2,CC#CC(C)C,C1#CC1,38.015650064,0.70841193,-6.240950008377659,-6.641352733120549
3,CC#CC(C)C,C#CC,40.031300128,0.71909416,-6.164735805361048,-6.561626505224482
4,CC#CC(C)C,CCC,44.062600255999996,0.6957638,-6.052532396820245,-6.457126043346582
5,CC#CC(C)C,C#CCC,54.046950192,0.76959074,-5.820273434657672,-6.200901036996463
6,CC#CC(C)C,CC#CC,54.046950192,0.7916101,-5.820273434657672,-6.193982755679706
7,CC#CC(C)C,C=CCC,56.062600255999996,0.7131417,-5.773027807524754,-6.171872437050892
8,CC#CC(C)C,C=C(C)C,56.062600255999996,0.73055446,-5.773027807524754,-6.166178613951756
9,CC#CC(C)C,CCCC,58.078250319999995,0.6888098,-5.730360881882566,-6.137273894148725
10,CC#CC(C)C,CC(C)C,58.078250319999995,0.7805509,-5.730360881882566,-6.107531742649931
11,CC#CC(C)C,CCCCC,72.093900384,0.6206883,-5.66823822017118,-6.0984442805807255
12,CC#CC(C)C,CCC1=CC#C1,78.046950192,0.7451487,-5.68196691283649,-6.070396941990314
13,CC#CC(C)C,C=C(C)C#CC,80.062600256,0.7147677,-5.667443111716297,-6.065753236590412
14,CC#CC(C)C,CCC1C#CC1,80.062600256,0.7364106,-5.667443111716297,-6.0586940200910835
15,CC#CC(C)C,CC#CC1C=C1,78.046950192,0.79131854,-5.68196691283649,-6.055767160744129
16,CC#CC(C)C,C=C=CC(C)C,82.07825032,0.6630426,-5.639278613857593,-6.054879628948536
17,CC#CC(C)C,C=CC(C)C,70.07825032,0.71967185,-5.656810825332318,-6.0535123102509125
18,CC#CC(C)C,C#CCCC,68.062600256,0.70414114,-5.648499796543922,-6.050313631449546
19,CC#CC(C)C,C=CCCC,70.07825032,0.7520268,-5.656810825332318,-6.0430320851647
20,CC#CC(C)C,CC#CCC,68.062600256,0.72838634,-5.648499796543922,-6.042355964337196
21,CC#CC(C)C,CCC(C)C,72.093900384,0.8033941,-5.66823822017118,-6.038287816004004
22,CC#CC(C)C,CC#CC1CC1,80.062600256,0.8221062,-5.667443111716297,-6.031742379246738
23,CC#CC(C)C,CC#CCCC,82.07825032,0.74360925,-5.639278613857593,-6.028204285435047
24,CC#CC(C)C,CC1=CC#C1,64.031300128,0.7902602,-5.653161866822561,-6.027292264857611
25,CC#CC(C)C,CC1C#CC1,66.046950192,0.80113757,-5.646510371599426,-6.017258444462051
26,CC#CC(C)C,C#CC(C)C,68.062600256,0.851645,-5.648499796543922,-6.003872583065833
27,CC#CC(C)C,CC=CC(C)C,84.093900384,0.7777157,-5.597643165968446,-5.9757057420239725
28,CC#CC(C)C,CC#CC(C)C,82.07825032,0.9441124,-5.639278613857593,-5.967880510620441
29,CC#CC(C)C,CCCC(C)C,86.109550448,0.80209655,-5.544679452475458,-5.915130634602457
30,CC#CC(C)C,CCCC1=CC#C1,92.062600256,0.7559843,-5.361543667295136,-5.746498656251587
31,CC#CC(C)C,C=CC(C)C#CC,94.07825032,0.7320857,-5.305336075027771,-5.697989391287155
32,CC#CC(C)C,C=CC#CC(C)C,94.07825032,0.7455251,-5.305336075027771,-5.693644898136444
33,CC#CC(C)C,CCCC1C#CC1,94.07825032,0.7518637,-5.305336075027771,-5.691609608133621
34,CC#CC(C)C,CC#CC=C(C)C,94.07825032,0.80829006,-5.305336075027771,-5.673873888452835
35,CC#CC(C)C,CC#CC(C)=CC,94.07825032,0.86404604,-5.305336075027771,-5.657015966375656
36,CC#CC(C)C,CC=C=CC(C)C,96.093900384,0.7592902,-5.25823010643513,-5.64213000377209
37,CC#CC(C)C,CC#CCCCC,96.093900384,0.7625121,-5.25823010643513,-5.641103999219249
38,CC#CC(C)C,CC#CCCCCC,110.109550448,0.77069485,-5.239631450041882,-5.619909679755322
39,CC#CC(C)C,CC#CCC(C)C,96.093900384,0.86351204,-5.25823010643513,-5.610068337521861
40,CC#CC(C)C,CCC#CC(C)C,96.093900384,0.8646673,-5.25823010643513,-5.609725819430659
41,CC#CC(C)C,CC#CC(C)CC,96.093900384,0.87698686,-5.25823010643513,-5.606090561948131
42,CC#CC(C)C,CC#CC=CCCC,108.093900384,0.8271721,-5.215928860453923,-5.578684129266103
