,starting_molecule,SMILES,Molecular Weight,Cosine Similarity,KDE Log-Likelihood,Combined Score
0,C=CC,C,16.031300127999998,0.52595574,-8.968324459455982,-9.4326811501012
1,C=CC,C#C,26.015650064,0.72106266,-7.226864575468232,-7.6231108299123544
2,C=CC,C=C,28.031300127999998,0.83336574,-6.983630180388088,-7.344505190878506
3,C=CC,CC,30.046950192,0.51281637,-6.7744679666636305,-7.243725530016215
4,C=CC,C=C=C,40.031300128,0.7622044,-6.164735805361048,-6.547707598774211
5,C=CC,C=CC,42.046950192,0.9048817,-6.103642028842362,-6.443387311969193
6,C=CC,CCC,44.062600255999996,0.7459885,-6.052532396820245,-6.440692178514658
7,C=CC,C=CC=C,54.046950192,0.7976434,-5.820273434657672,-6.192105388183215
8,C=CC,C=C=CC,54.046950192,0.80091316,-5.820273434657672,-6.19109106614075
9,C=CC,CC=CC,56.062600255999996,0.7971698,-5.773027807524754,-6.145006716301991
10,C=CC,C=CCC,56.062600255999996,0.8272674,-5.773027807524754,-6.135754138281895
