,starting_molecule,SMILES,Molecular Weight,Cosine Similarity,KDE Log-Likelihood,Combined Score
0,C=CCCC,C,16.031300127999998,0.13913983,-8.968324459455982,-9.594319737814441
1,C=CCCC,C#C,26.015650064,0.74677277,-7.226864575468232,-7.614772020898988
2,C=CCCC,C=C,28.031300127999998,0.71603477,-6.983630180388088,-7.3815241456323815
3,C=CCCC,CC,30.046950192,0.65722597,-6.7744679666636305,-7.192050716984065
4,C=CCCC,C1CC1,42.046950192,0.42853287,-6.103642028842362,-6.605304283175858
5,C=CCCC,C1=CC1,40.031300128,0.67690444,-6.164735805361048,-6.575644534199015
6,C=CCCC,C#CC,40.031300128,0.7638529,-6.164735805361048,-6.547183405725733
7,C=CCCC,C=C=C,40.031300128,0.81255335,-6.164735805361048,-6.531961511938349
8,C=CCCC,C=CC,42.046950192,0.790185,-6.103642028842362,-6.477795940909775
9,C=CCCC,CCC,44.062600255999996,0.77275336,-6.052532396820245,-6.432159922626672
10,C=CCCC,C#CC=C,52.031300128,0.7849438,-5.8691925279295845,-6.244985239902775
11,C=CCCC,C1=CCC1,54.046950192,0.6630268,-5.820273434657672,-6.235879784364322
12,C=CCCC,C1CCC1,56.062600255999996,0.57386196,-5.773027807524754,-6.219855994036747
13,C=CCCC,C#CCC,54.046950192,0.7558801,-5.820273434657672,-6.20526171280823
14,C=CCCC,CC#CC,54.046950192,0.76951754,-5.820273434657672,-6.200924282807925
15,C=CCCC,C=C(C)C,56.062600255999996,0.6459668,-5.773027807524754,-6.194468349268986
16,C=CCCC,C=C=CC,54.046950192,0.84743124,-5.820273434657672,-6.176908379335025
17,C=CCCC,CC(C)C,58.078250319999995,0.5781987,-5.730360881882566,-6.175628439980406
18,C=CCCC,C=CC=C,54.046950192,0.8666991,-5.820273434657672,-6.171167349357226
19,C=CCCC,C=CCC,56.062600255999996,0.87454116,-5.773027807524754,-6.121607393076969
20,C=CCCC,CCCC,58.078250319999995,0.80596155,-5.730360881882566,-6.099617169695753
21,C=CCCC,C#CCCC,68.062600256,0.70251274,-5.648499796543922,-6.0508527554615394
22,C=CCCC,CCCCC,72.093900384,0.8061014,-5.66823822017118,-6.037451294616904
23,C=CCCC,C=C=CCC,68.062600256,0.8661043,-5.648499796543922,-5.99956987277111
24,C=CCCC,C=CCCC,70.07825032,0.90693843,-5.656810825332318,-5.995964144929562
25,C=CCCC,C=CC=CC,68.062600256,0.8963351,-5.648499796543922,-5.99071441069683
26,C=CCCC,C=CCC=C,68.062600256,0.89888394,-5.648499796543922,-5.989976356182899
27,C=CCCC,C=CCCC=C,82.07825032,0.8866252,-5.639278613857593,-5.984316998056736
28,C=CCCC,C=C=CCCC,82.07825032,0.9032872,-5.639278613857593,-5.9794834487956425
29,C=CCCC,C=CCC=CC,82.07825032,0.9035021,-5.639278613857593,-5.979421459965076
30,C=CCCC,C=CC=CCC,82.07825032,0.9041995,-5.639278613857593,-5.9792204731028935
31,C=CCCC,CC=CCCC,84.093900384,0.8872843,-5.597643165968446,-5.942489146374253
32,C=CCCC,C=CCCCC,84.093900384,0.8980033,-5.597643165968446,-5.939374535463838
