,starting_molecule,SMILES,Molecular Weight,Cosine Similarity,KDE Log-Likelihood,Combined Score
0,C1=CC=C1,C,16.031300127999998,0.36955345,-8.968324459455982,-9.493669963739887
1,C1=CC=C1,C#C,26.015650064,0.53248847,-7.226864575468232,-7.6887994995939035
2,C1=CC=C1,C=C,28.031300127999998,0.6380342,-6.983630180388088,-7.407805800467129
3,C1=CC=C1,CC,30.046950192,0.5144296,-6.7744679666636305,-7.243121615755351
4,C1=CC=C1,C1#CC1,38.015650064,0.6917269,-6.240950008377659,-6.646888693317997
5,C1=CC=C1,C#CC,40.031300128,0.4972915,-6.164735805361048,-6.639836263029353
6,C1=CC=C1,C1=CC=1,38.015650064,0.8317355,-6.240950008377659,-6.6023192009779095
7,C1=CC=C1,C=C=C,40.031300128,0.68734825,-6.164735805361048,-6.57213763531901
8,C1=CC=C1,C1=CC1,40.031300128,0.7746335,-6.164735805361048,-6.543769728510157
9,C1=CC=C1,C=CC,42.046950192,0.6329906,-6.103642028842362,-6.529564005408677
10,C1=CC=C1,C1=C=CC=1,50.015650064,0.8393347,-5.917367532444946,-6.276438071919434
11,C1=CC=C1,C=C=CC,54.046950192,0.62432635,-5.820273434657672,-6.249209081668475
12,C1=CC=C1,CC1=C=C1,52.031300128,0.7850401,-5.8691925279295845,-6.244955079952518
13,C1=CC=C1,C1=CC=C1,52.031300128,0.90123713,-5.8691925279295845,-6.209988998571674
14,C1=CC=C1,CC1=CC1,54.046950192,0.7464123,-5.820273434657672,-6.20829687072716
15,C1=CC=C1,C1=CCC1,54.046950192,0.77504957,-5.820273434657672,-6.199176138181308
16,C1=CC=C1,CC=CC,56.062600255999996,0.6680827,-5.773027807524754,-6.186917692473484
17,C1=CC=C1,C=CC=CC,68.062600256,0.6224759,-5.648499796543922,-6.0780812002762215
18,C1=CC=C1,C#CC=CC,66.046950192,0.6345467,-5.646510371599426,-6.0718929261305234
19,C1=CC=C1,CC1=CCC1,68.062600256,0.7199423,-5.648499796543922,-6.045112738762702
20,C1=CC=C1,C=C1C=CC1,66.046950192,0.7297137,-5.646510371599426,-6.039934584532013
21,C1=CC=C1,CC1=C=CC1,66.046950192,0.7970152,-5.646510371599426,-6.018537351522674
22,C1=CC=C1,CC1=CC=C1,66.046950192,0.8336373,-5.646510371599426,-6.0073031276800535
