,starting_molecule,SMILES,Molecular Weight,Cosine Similarity,KDE Log-Likelihood,Combined Score
0,C=CC#CCC,C,16.031300127999998,0.5229809,-8.968324459455982,-9.433787203691974
1,C=CC#CCC,C#C,26.015650064,0.7243459,-7.226864575468232,-7.622037916504075
2,C=CC#CCC,C=C,28.031300127999998,0.69042623,-6.983630180388088,-7.390003085165615
3,C=CC#CCC,CC,30.046950192,0.5893681,-6.7744679666636305,-7.2157362319109755
4,C=CC#CCC,C1=CC=1,38.015650064,0.61612284,-6.240950008377659,-6.672754665360081
5,C=CC#CCC,C1=CC1,40.031300128,0.62801564,-6.164735805361048,-6.592386048404948
6,C=CC#CCC,C=C=C,40.031300128,0.6801992,-6.164735805361048,-6.5745356195852915
7,C=CC#CCC,C#CC,40.031300128,0.7431168,-6.164735805361048,-6.5538201743052165
8,C=CC#CCC,C=CC,42.046950192,0.73270047,-6.103642028842362,-6.496095788751038
9,C=CC#CCC,CCC,44.062600255999996,0.63001585,-6.052532396820245,-6.479487172868906
10,C=CC#CCC,CC1=C=C1,52.031300128,0.6475582,-5.8691925279295845,-6.290086077848713
11,C=CC#CCC,C#CC=C,52.031300128,0.664837,-5.8691925279295845,-6.28418360869054
12,C=CC#CCC,CC1C=C1,54.046950192,0.5579503,-5.820273434657672,-6.272864496249774
13,C=CC#CCC,C=C=CC,54.046950192,0.67384875,-5.820273434657672,-6.23221278740845
14,C=CC#CCC,C#CCC,54.046950192,0.707157,-5.820273434657672,-6.2210903520771055
15,C=CC#CCC,C=CCC,56.062600255999996,0.7130413,-5.773027807524754,-6.171905398419453
16,C=CC#CCC,CCCC,58.078250319999995,0.7039196,-5.730360881882566,-6.132248030501264
17,C=CC#CCC,C=C(C)CC,70.07825032,0.6477121,-5.656810825332318,-6.077651416524564
18,C=CC#CCC,CCC1=C=C1,66.046950192,0.6458414,-5.646510371599426,-6.067993977699508
19,C=CC#CCC,C#CC#CC=C,76.031300128,0.77856636,-5.684588913556727,-6.062383805152567
20,C=CC#CCC,C=CC#CC=C,78.046950192,0.773748,-5.68196691283649,-6.061280292362628
21,C=CC#CCC,C=C=C=CCC,80.062600256,0.7356611,-5.667443111716297,-6.058936789809254
22,C=CC#CCC,C=C=CCC,68.062600256,0.6815621,-5.648499796543922,-6.057841549073066
23,C=CC#CCC,CCC1C=C1,68.062600256,0.69649374,-5.648499796543922,-6.052850583945121
24,C=CC#CCC,C=CC#CCC,80.062600256,0.7983142,-5.667443111716297,-6.039066717206028
25,C=CC#CCC,C=CCCC,70.07825032,0.7753588,-5.656810825332318,-6.035616075261746
26,C=CC#CCC,C=CC=CCC,82.07825032,0.7218099,-5.639278613857593,-6.035280459455814
27,C=CC#CCC,C#CCCC,68.062600256,0.7514583,-5.648499796543922,-6.034903178368415
28,C=CC#CCC,CC#CCC,68.062600256,0.75358343,-5.648499796543922,-6.034222582732047
29,C=CC#CCC,C=CC#CC,66.046950192,0.8062641,-5.646510371599426,-6.01567325893425
30,C=CC#CCC,CCC#CCC,82.07825032,0.8138867,-5.639278613857593,-6.006094598106708
31,C=CC#CCC,C=CCCCC,84.093900384,0.72230905,-5.597643165968446,-5.993481814049272
32,C=CC#CCC,C=C=CC#CCC,92.062600256,0.75039816,-5.361543667295136,-5.748286855199494
33,C=CC#CCC,C=CC#CC=CC,92.062600256,0.7728795,-5.361543667295136,-5.741131287791886
34,C=CC#CCC,C=CC#CCC=C,92.062600256,0.79613507,-5.361543667295136,-5.733844083526291
35,C=CC#CCC,C=CC=C=CCC,94.07825032,0.7166345,-5.305336075027771,-5.703033255537338
36,C=CC#CCC,CC=CC#CCC,94.07825032,0.7657751,-5.305336075027771,-5.687173174818344
37,C=CC#CCC,C=CCC#CCC,94.07825032,0.79917735,-5.305336075027771,-5.676691757639237
38,C=CC#CCC,C=CC#CCCC,94.07825032,0.80914783,-5.305336075027771,-5.673609541853256
