,starting_molecule,SMILES,Molecular Weight,Cosine Similarity,KDE Log-Likelihood,Combined Score
0,C=CCC,C,16.031300127999998,0.5899385,-8.968324459455982,-9.409389174841419
1,C=CCC,C#C,26.015650064,0.6611313,-7.226864575468232,-7.643115907035996
2,C=CCC,C=C,28.031300127999998,0.8341317,-6.983630180388088,-7.344273120194073
3,C=CCC,CC,30.046950192,0.5666349,-6.7744679666636305,-7.223906359779628
4,C=CCC,C#CC,40.031300128,0.70608735,-6.164735805361048,-6.565906148521678
5,C=CCC,C1=CC1,40.031300128,0.756382,-6.164735805361048,-6.549563806621806
6,C=CCC,C1CC1,42.046950192,0.6149562,-6.103642028842362,-6.535855871711167
7,C=CCC,C=C=C,40.031300128,0.84737694,-6.164735805361048,-6.5213871413157145
8,C=CCC,CCC,44.062600255999996,0.6890414,-6.052532396820245,-6.459367952850519
9,C=CCC,C=CC,42.046950192,0.9172036,-6.103642028842362,-6.439853561196717
10,C=CCC,C#CCC,54.046950192,0.6308419,-5.820273434657672,-6.246941273946383
11,C=CCC,C=CC=C,54.046950192,0.7798491,-5.820273434657672,-6.19766489221535
12,C=CCC,C=C=CC,54.046950192,0.85282636,-5.820273434657672,-6.175293033856967
13,C=CCC,CCCC,58.078250319999995,0.69632417,-5.730360881882566,-6.134768114882368
14,C=CCC,C=CCC,56.062600255999996,0.8579692,-5.773027807524754,-6.12651330237682
15,C=CCC,CC=CCC,70.07825032,0.8335972,-5.656810825332318,-6.01761574076048
16,C=CCC,C=CC=CC,68.062600256,0.82567894,-5.648499796543922,-6.011709550772514
17,C=CCC,C=CCC=C,68.062600256,0.8302133,-5.648499796543922,-6.010330805931892
18,C=CCC,C=CCCC,70.07825032,0.85847235,-5.656810825332318,-6.010146503909741
19,C=CCC,C=C=CCC,68.062600256,0.86528397,-5.648499796543922,-5.999812821303214
