,starting_molecule,SMILES,Molecular Weight,Cosine Similarity,KDE Log-Likelihood,Combined Score
0,CC#CC,C,16.031300127999998,0.54650396,-8.968324459455982,-9.425097472332492
1,CC#CC,C#C,26.015650064,0.8498441,-7.226864575468232,-7.5827762773858804
2,CC#CC,C=C,28.031300127999998,0.694519,-6.983630180388088,-7.388638198404903
3,CC#CC,CC,30.046950192,0.17849097,-6.7744679666636305,-7.382346770870479
4,CC#CC,C#CC,40.031300128,0.76996315,-6.164735805361048,-6.5452455097124735
5,CC#CC,C=CC,42.046950192,0.6458918,-6.103642028842362,-6.525108289990815
6,CC#CC,CCC,44.062600255999996,0.7212216,-6.052532396820245,-6.448726705816446
7,CC#CC,C=C=CC,54.046950192,0.70064056,-5.820273434657672,-6.223246967334369
8,CC#CC,CC#CC,54.046950192,0.8438201,-5.820273434657672,-6.17799297525368
9,CC#CC,CC=CC,56.062600255999996,0.76467645,-5.773027807524754,-6.155213773301197
10,CC#CC,CCCC,58.078250319999995,0.76590323,-5.730360881882566,-6.11215730150308
11,CC#CC,CC=C=CC,68.062600256,0.7245934,-5.648499796543922,-6.043592313681449
12,CC#CC,C=CC#CC,66.046950192,0.75054944,-5.646510371599426,-6.033205130729904
13,CC#CC,CC#CCC,68.062600256,0.8088081,-5.648499796543922,-6.016877958927955
